13.1 8 307.0 130.0 1593 12.0 70 1 1 0 "chevrolet chevelle malibu"
15.7 8 350.0 165.0 1679 11.5 70 1 1 0 "buick skylark 320"
13.1 8 318.0 150.0 1562 11.0 70 1 1 0 "plymouth satellite"
14.7 8 304.0 150.0 1560 12.0 70 1 1 0 "amc rebel sst"
13.8 8 302.0 140.0 1568 10.5 70 1 1 0 "ford torino"
15.7 8 429.0 198.0 1973 10.0 70 1 1 0 "ford galaxie 500"
16.8 8 454.0 220.0 1979 9.0 70 1 1 0 "chevrolet impala"
16.8 8 440.0 215.0 1960 8.5 70 1 1 0 "plymouth fury iii"
16.8 8 455.0 225.0 2011 10.0 70 1 1 0 "pontiac catalina"
15.7 8 390.0 190.0 1750 8.5 70 1 1 0 "amc ambassador dpl"
15.7 8 383.0 170.0 1620 10.0 70 1 1 0 "dodge challenger se"
16.8 8 340.0 160.0 1640 8.0 70 1 1 0 "plymouth 'cuda 340"
15.7 8 400.0 150.0 1710 9.5 70 1 1 0 "chevrolet monte carlo"
16.8 8 455.0 225.0 1403 10.0 70 1 1 0 "buick estate wagon (sw)"
9.8 4 113.0 95.00 1078 15.0 70 3 1 0 "toyota corona mark ii"
10.7 6 198.0 95.00 1288 15.5 70 1 1 0 "plymouth duster"
13.1 6 199.0 97.00 1261 15.5 70 1 1 0 "amc hornet"
11.2 6 200.0 85.00 1176 16.0 70 1 1 0 "ford maverick"
8.7 4 97.00 88.00 968 14.5 70 3 1 0 "datsun pl510"
9.0 4 97.00 46.00 834 20.5 70 2 1 0 "volkswagen 1131 deluxe sedan"
9.4 4 110.0 87.00 1215 17.5 70 2 1 0 "peugeot 504"
9.8 4 107.0 90.00 1105 14.5 70 2 1 0 "audi 100 ls"
9.4 4 104.0 95.00 1080 17.5 70 2 1 0 "saab 99e"
9.0 4 121.0 113.0 1015 12.5 70 2 1 0 "bmw 2002"
11.2 6 199.0 90.00 1204 15.0 70 1 1 0 "amc gremlin"
23.5 8 360.0 215.0 2098 14.0 70 1 1 0 "ford f250"
23.5 8 307.0 200.0 1989 15.0 70 1 1 0 "chevy c20"
21.4 8 318.0 210.0 1992 13.5 70 1 1 0 "dodge d200"
26.1 8 304.0 193.0 2151 18.5 70 1 1 0 "hi 1200d"
8.7 4 97.00 88.00 968 14.5 71 3 1 0 "datsun pl510"
8.4 4 140.0 90.00 1029 15.5 71 1 1 0 "chevrolet vega 2300"
9.4 4 113.0 95.00 1013 14.0 71 3 1 0 "toyota corona"
9.4 4 98.00 ? 930 19.0 71 1 1 0 "ford pinto"
12.4 6 232.0 100.0 1197 13.0 71 1 1 0 "amc gremlin"
14.7 6 225.0 105.0 1563 15.5 71 1 1 0 "plymouth satellite custom"
13.8 6 250.0 100.0 1513 15.5 71 1 1 0 "chevrolet chevelle malibu"
12.4 6 250.0 88.00 1501 15.5 71 1 1 0 "ford torino 500"
13.1 6 232.0 100.0 1495 15.5 71 1 1 0 "amc matador"
16.8 8 350.0 165.0 1913 12.0 71 1 1 0 "chevrolet impala"
16.8 8 400.0 175.0 2029 11.5 71 1 1 0 "pontiac catalina brougham"
16.8 8 351.0 153.0 1888 13.5 71 1 1 0 "ford galaxie 500"
16.8 8 318.0 150.0 1862 13.0 71 1 1 0 "plymouth fury iii"
19.6 8 383.0 180.0 2252 11.5 71 1 1 0 "dodge monaco (sw)"
18.1 8 400.0 170.0 2157 12.0 71 1 1 0 "ford country squire (sw)"
18.1 8 400.0 175.0 2336 12.0 71 1 1 0 "pontiac safari (sw)"
13.1 6 258.0 110.0 1346 13.5 71 1 1 0 "amc hornet sportabout (sw)"
10.7 4 140.0 72.00 1095 19.0 71 1 1 0 "chevrolet vega (sw)"
12.4 6 250.0 100.0 1492 15.0 71 1 1 0 "pontiac firebird"
13.1 6 250.0 88.00 1427 14.5 71 1 1 0 "ford mustang"
10.2 4 122.0 86.00 1009 14.0 71 1 1 0 "mercury capri 2000"
8.4 4 116.0 90.00 965 14.0 71 2 1 0 "opel 1900"
7.8 4 79.00 70.00 943 19.5 71 2 1 0 "peugeot 304"
7.8 4 88.00 76.00 939 14.5 71 2 1 0 "fiat 124b"
7.6 4 71.00 65.00 806 19.0 71 3 1 0 "toyota corolla 1200"
6.7 4 72.00 69.00 733 18.0 71 3 1 0 "datsun 1200"
8.7 4 97.00 60.00 834 19.0 71 2 1 0 "volkswagen model 111"
9.0 4 91.00 70.00 889 20.5 71 1 1 0 "plymouth cricket"
9.8 4 113.0 95.00 1035 15.5 72 3 1 0 "toyota corona hardtop"
9.4 4 97.50 80.00 966 17.0 72 1 1 0 "dodge colt hardtop"
10.2 4 97.00 54.00 1025 23.5 72 2 1 0 "volkswagen type 3"
11.8 4 140.0 90.00 1095 19.5 72 1 1 0 "chevrolet vega"
11.2 4 122.0 86.00 1012 16.5 72 1 1 0 "ford pinto runabout"
18.1 8 350.0 165.0 1943 12.0 72 1 1 0 "chevrolet impala"
16.8 8 400.0 175.0 1993 12.0 72 1 1 0 "pontiac catalina"
15.7 8 318.0 150.0 1880 13.5 72 1 1 0 "plymouth fury iii"
16.8 8 351.0 153.0 1877 13.0 72 1 1 0 "ford galaxie 500"
13.8 8 304.0 150.0 1669 11.5 72 1 1 0 "amc ambassador sst"
21.4 8 429.0 208.0 2106 11.0 72 1 1 0 "mercury marquis"
18.1 8 350.0 155.0 2046 13.5 72 1 1 0 "buick lesabre custom"
19.6 8 350.0 160.0 2025 13.5 72 1 1 0 "oldsmobile delta 88 royale"
18.1 8 400.0 190.0 2010 12.5 72 1 1 0 "chrysler newport royal"
12.4 3 70.00 97.00 1059 13.5 72 3 1 0 "mazda rx2 coupe"
15.7 8 304.0 150.0 1769 12.5 72 1 1 0 "amc matador (sw)"
18.1 8 307.0 130.0 1863 14.0 72 1 1 0 "chevrolet chevelle concours (sw)"
18.1 8 302.0 140.0 1952 16.0 72 1 1 0 "ford gran torino (sw)"
16.8 8 318.0 150.0 1853 14.0 72 1 1 0 "plymouth satellite custom (sw)"
13.1 4 121.0 112.0 1333 14.5 72 2 1 0 "volvo 145e (sw)"
10.7 4 121.0 76.00 1141 18.0 72 2 1 0 "volkswagen 411 (sw)"
11.2 4 120.0 87.00 1354 19.5 72 2 1 0 "peugeot 504 (sw)"
9.0 4 96.00 69.00 995 18.0 72 2 1 0 "renault 12 (sw)"
10.7 4 122.0 86.00 1089 16.0 72 1 1 0 "ford pinto (sw)"
8.4 4 97.00 92.00 1040 17.0 72 3 1 0 "datsun 510 (sw)"
10.2 4 120.0 97.00 1139 14.5 72 3 1 0 "toyouta corona mark ii (sw)"
8.4 4 98.00 80.00 984 15.0 72 1 1 0 "dodge colt (sw)"
8.7 4 97.00 88.00 955 16.5 72 3 1 0 "toyota corolla 1600 (sw)"
18.1 8 350.0 175.0 1864 13.0 73 1 1 0 "buick century 350"
16.8 8 304.0 150.0 1669 11.5 73 1 1 0 "amc matador"
18.1 8 350.0 145.0 1813 13.0 73 1 1 0 "chevrolet malibu"
16.8 8 302.0 137.0 1837 14.5 73 1 1 0 "ford gran torino"
15.7 8 318.0 150.0 1717 12.5 73 1 1 0 "dodge coronet custom"
19.6 8 429.0 198.0 2251 11.5 73 1 1 0 "mercury marquis brougham"
18.1 8 400.0 150.0 2029 12.0 73 1 1 0 "chevrolet caprice classic"
18.1 8 351.0 158.0 1983 13.0 73 1 1 0 "ford ltd"
16.8 8 318.0 150.0 1926 14.5 73 1 1 0 "plymouth fury gran sedan"
18.1 8 440.0 215.0 2152 11.0 73 1 1 0 "chrysler new yorker brougham"
19.6 8 455.0 225.0 2250 11.0 73 1 1 0 "buick electra 225 custom"
18.1 8 360.0 175.0 1737 11.0 73 1 1 0 "amc ambassador brougham"
13.1 6 225.0 105.0 1419 16.5 73 1 1 0 "plymouth valiant"
14.7 6 250.0 100.0 1490 18.0 73 1 1 0 "chevrolet nova custom"
13.1 6 232.0 100.0 1339 16.0 73 1 1 0 "amc hornet"
13.1 6 250.0 88.00 1373 16.5 73 1 1 0 "ford maverick"
10.2 6 198.0 95.00 1320 16.0 73 1 1 0 "plymouth duster"
9.0 4 97.00 46.00 886 21.0 73 2 1 0 "volkswagen super beetle"
21.4 8 400.0 150.0 2271 14.0 73 1 1 0 "chevrolet impala"
19.6 8 400.0 167.0 2230 12.5 73 1 1 0 "ford country"
18.1 8 360.0 170.0 2115 13.0 73 1 1 0 "plymouth custom suburb"
19.6 8 350.0 180.0 2045 12.5 73 1 1 0 "oldsmobile vista cruiser"
13.1 6 232.0 100.0 1268 15.0 73 1 1 0 "amc gremlin"
11.8 4 97.00 88.00 1036 19.0 73 3 1 0 "toyota carina"
11.2 4 140.0 72.00 1091 19.5 73 1 1 0 "chevrolet vega"
10.7 4 108.0 94.00 1081 16.5 73 3 1 0 "datsun 610"
13.1 3 70.00 90.00 965 13.5 73 3 1 0 "maxda rx3"
12.4 4 122.0 85.00 1050 18.5 73 1 1 0 "ford pinto"
11.2 6 155.0 107.0 1124 14.0 73 1 1 0 "mercury capri v6"
9.0 4 98.00 90.00 1030 15.5 73 2 1 0 "fiat 124 sport coupe"
15.7 8 350.0 145.0 1855 13.0 73 1 1 0 "chevrolet monte carlo s"
14.7 8 400.0 230.0 1945 9.50 73 1 1 0 "pontiac grand prix"
8.1 4 68.00 49.00 849 19.5 73 2 1 0 "fiat 128"
9.8 4 116.0 75.00 981 15.5 73 2 1 0 "opel manta"
11.8 4 114.0 91.00 1174 14.0 73 2 1 0 "audi 100ls"
